"Area" "Mean" "StdDev" "Mode" "Min" "Max" "X" "Y" "XM" "YM" "Perim" "BX" "BY" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "RawIntDen" "FeretX" "FeretY" "FeretAngle" "MinFeret" "AR" "Round" "Solidity" "Type"
"29_M_415" 16 12124 301.633 11696 11696 12768 2138.938 2675 2138.949 2674.994 30.627 2136 2670 6 9 7.372 2.763 76.279 0.214 10.817 193984 12064 193984 2136 2679 56.31 4.707 2.668 0.375 0.41 "Négatif"
"29_M_416" 108 31750.222 21340.472 65504 11728 65504 3514.176 2691.509 3514.657 2691.747 47.355 3508 2684 12 14 13.169 10.442 105.926 0.605 15.232 3429024 21856 3429024 3511 2684 113.199 11.8 1.261 0.793 0.821 "Négatif"
"29_M_417" 5 12534.4 570.933 11984 11984 13136 1850.5 2688.3 1850.5 2688.308 8.485 1849 2687 3 3 3.086 2.063 55.901 0.873 3.606 62672 12432 62672 1849 2689 33.69 2.683 1.496 0.668 0.714 "Négatif"
"29_M_418" 80 27645.8 19401.568 65504 11728 65504 2872.8 2708.375 2873.354 2708.447 40.87 2867 2703 11 11 10.649 9.565 110.097 0.602 12.53 2211664 17536 2211664 2870 2703 118.61 10.733 1.113 0.898 0.833 "Négatif"
"29_M_419" 12 12881.333 620.032 11776 11776 13824 1883.833 2715.417 1883.824 2715.411 13.314 1882 2713 4 5 4.709 3.245 73.559 0.851 5.385 154576 12848 154576 1883 2718 68.199 4 1.451 0.689 0.774 "Négatif"
"29_M_420" 12 14630.667 2318.685 12144 12144 20064 4057.917 2719.333 4057.875 2719.326 13.314 4056 2717 4 4 4.109 3.718 30.911 0.851 5 175568 13888 175568 4056 2718 143.13 4 1.105 0.905 0.828 "Négatif"
"29_M_421" 126 27457.016 19673.321 65504 11680 65504 4144.016 2725.262 4144.245 2725.246 60.083 4137 2717 14 17 14.531 11.04 111.597 0.439 17.464 3459584 16272 3459584 4143 2717 103.241 13.282 1.316 0.76 0.759 "Négatif"
"29_M_422" 10 14817.6 2722.534 11952 11952 19616 3183 2735.7 3182.972 2735.721 10.485 3181 2734 4 3 4.198 3.033 180 1 4.472 148176 14240 148176 3181 2735 153.435 3 1.384 0.723 0.909 "Négatif"
"29_M_423" 43 24132.837 16528.844 65504 11728 65504 3084.291 2740.663 3084.556 2740.86 27.456 3080 2736 8 9 7.965 6.874 96.581 0.717 9.487 1037712 16224 1037712 3083 2736 108.435 7.778 1.159 0.863 0.782 "Négatif"
"29_M_424" 29 12832.552 751.982 13904 11744 14032 3166.466 2751.845 3166.411 2751.827 30.627 3161 2748 11 7 8.747 4.221 156.205 0.388 11.18 372144 12720 372144 3161 2752 169.695 6.181 2.072 0.483 0.592 "Négatif"
"29_M_425" 15 13026.133 823.47 12528 11840 14912 3173.433 2757.967 3173.391 2757.917 17.314 3171 2755 6 5 6.075 3.144 140.516 0.629 7.211 195392 13008 195392 3171 2755 146.31 4.6 1.932 0.518 0.667 "Négatif"
"29_M_426" 57 13750.737 1814.295 13200 11888 18816 3163.623 2763.237 3163.664 2763.358 66.569 3154 2758 17 12 10.372 6.997 167.825 0.162 17.464 783792 13200 783792 3154 2758 166.759 11.471 1.482 0.675 0.463 "Négatif"
"29_M_427" 7 14955.429 2883.283 11872 11872 18736 2655.071 2780.071 2655.034 2780.066 10.485 2654 2778 3 4 3.36 2.653 107.769 0.8 4.243 104688 15072 104688 2654 2778 135 3 1.267 0.79 0.778 "Négatif"
"29_M_428" 12 15929.333 3880.48 11952 11856 25120 2666.417 2811.167 2666.412 2811.243 15.314 2664 2808 5 5 5.338 2.862 129.511 0.643 7.071 191152 15760 191152 2664 2808 135 4.025 1.865 0.536 0.706 "Négatif"
"29_M_429" 6 15269.333 2283.075 12320 12320 18496 2597.833 2816.333 2597.871 2816.33 9.071 2596 2815 3 3 2.93 2.607 153.435 0.916 3.606 91616 16384 91616 2597 2815 123.69 3 1.124 0.89 0.8 "Négatif"
"29_M_430" 62 26567.484 19086.015 65504 11792 65504 3308.387 2829.29 3308.862 2829.509 35.456 3303 2824 10 10 9.237 8.546 138.191 0.62 10.817 1647184 17088 1647184 3305 2825 123.69 9.707 1.081 0.925 0.775 "Négatif"
"29_M_431" 12 13704 1809.158 11760 11760 17616 2945.25 2843 2945.298 2843.097 12.485 2943 2841 4 4 4.756 3.212 121.088 0.967 5.657 164448 13360 164448 2943 2841 135 3.795 1.481 0.675 0.857 "Négatif"
"29_M_432" 12 15560 2744.408 12272 12272 20352 2976.333 2844.083 2976.379 2844.041 13.314 2974 2842 5 4 4.488 3.404 42.206 0.851 5.831 186720 15984 186720 2974 2846 30.964 4 1.318 0.759 0.774 "Négatif"
"29_M_433" 9 14138.667 1568.143 12432 12432 16848 2692.5 2851.5 2692.462 2851.478 9.657 2691 2850 3 3 3.385 3.385 0 1 4.243 127248 13664 127248 2691 2850 135 3 1 1 1 "Négatif"
"29_M_434" 35 19203.2 7685.667 12864 11696 37392 3011.471 2860.786 3011.601 2860.825 30.284 3007 2857 8 8 7.192 6.196 136.514 0.48 8.602 672112 16688 672112 3008 2858 125.538 7.155 1.161 0.862 0.714 "Négatif"
"29_M_435" 49 16041.469 7109.76 12752 11712 41040 3495.459 2874.541 3494.716 2873.929 56.669 3489 2868 14 13 14.901 4.187 142.72 0.192 17.029 786032 12768 786032 3490 2869 139.764 6.578 3.559 0.281 0.51 "Négatif"
"29_M_436" 9 16046.222 3156.529 12320 12320 21632 3975.833 2882.722 3975.825 2882.752 10.485 3974 2881 4 3 3.685 3.109 172.372 1 4.472 144416 14160 144416 3974 2882 153.435 3 1.185 0.844 0.857 "Négatif"
"29_M_437" 35 18257.829 7952.215 14608 11680 37248 2926.443 2911.843 2926.602 2911.899 28.042 2923 2908 7 7 6.738 6.614 85.535 0.559 8.602 639024 14048 639024 2924 2908 125.538 7 1.019 0.982 0.795 "Négatif"
"29_M_438" 29 19059.862 9923.182 11744 11728 43040 3014.672 2914.5 3014.778 2914.664 30.87 3010 2910 9 8 6.667 5.538 143.789 0.382 9.487 552736 13248 552736 3010 2914 161.565 6.6 1.204 0.831 0.604 "Négatif"
"29_M_439" 20 17295.2 6443.755 11712 11712 34928 2941.3 2918.1 2941.382 2918.048 23.213 2937 2916 8 5 6.587 3.866 178.273 0.466 8.062 345904 14448 345904 2937 2917 150.255 4.903 1.704 0.587 0.635 "Négatif"
"29_M_440" 5 12355.2 668.505 11744 11744 13424 3818.3 2950.9 3818.286 2950.921 7.071 3817 2950 3 2 3.144 2.025 18.435 1 3.606 61776 12096 61776 3817 2952 33.69 2 1.553 0.644 0.909 "Négatif"
"29_M_441" 42 27524.952 18414.491 65504 12064 65504 3249.452 2972.048 3249.804 2972.21 25.213 3245 2968 9 8 7.707 6.939 14.947 0.83 9.487 1156048 18064 1156048 3245 2973 18.435 7.761 1.111 0.9 0.792 "Négatif"
"29_M_442" 14 16366.857 4996.158 11680 11680 25360 2720.357 2971.929 2720.454 2971.933 16.142 2717 2970 6 4 4.867 3.662 170.072 0.675 6.083 229136 13856 229136 2717 2972 170.538 4 1.329 0.752 0.737 "Négatif"
"29_M_443" 12 15776 4004.553 11712 11712 24080 3525.833 2977.75 3526.005 2977.843 16.142 3523 2975 5 5 4.198 3.639 150.569 0.579 5.831 189312 16112 189312 3524 2975 120.964 4.427 1.154 0.867 0.632 "Négatif"
"29_M_444" 11 13063.273 1074.299 11968 11968 14960 2601.955 2980.045 2601.981 2980.045 18.142 2599 2978 6 4 5.908 2.371 27.85 0.42 7.211 143696 12512 143696 2599 2982 33.69 3.479 2.492 0.401 0.629 "Négatif"
"29_M_445" 9 13587.556 2118.23 12048 11840 17984 3719.944 2995.278 3719.937 2995.265 11.314 3718 2993 4 4 3.642 3.146 116.565 0.884 4.472 122288 12368 122288 3719 2993 116.565 3.536 1.158 0.864 0.75 "Négatif"
"29_M_446" 42 25436.952 13431.84 15072 12784 60512 3776.31 3017.286 3776.281 3017.269 22.971 3773 3013 7 8 7.915 6.757 73.311 1 8.602 1068352 22160 1068352 3773 3020 35.538 7 1.171 0.854 0.884 "Négatif"
"29_M_447" 108 28485.037 20277.008 65504 11680 65504 3367.157 3024.685 3367.678 3024.834 51.598 3361 3018 13 13 12.273 11.205 114.26 0.51 14.866 3076384 17216 3076384 3363 3019 137.726 13 1.095 0.913 0.783 "Négatif"
"29_M_448" 52 28169.846 18420.907 65504 11904 65504 2293.058 3030.558 2293.454 3030.586 34.042 2288 3026 10 9 8.779 7.542 37.92 0.564 11.18 1464832 19152 1464832 2288 3034 26.565 8.403 1.164 0.859 0.77 "Négatif"
"29_M_449" 31 26574.968 18612.188 65504 12032 65504 3335.242 3112.403 3335.426 3112.512 24.385 3332 3108 6 8 7.191 5.489 114.02 0.655 8.944 823824 17200 823824 3334 3108 116.565 6 1.31 0.763 0.805 "Négatif"
"29_M_450" 5 13337.6 876.911 12240 12240 14192 2990.1 3159.5 2990.073 3159.479 9.071 2989 3158 3 3 2.791 2.281 0 0.764 3.606 66688 13760 66688 2989 3158 146.31 3 1.223 0.817 0.714 "Négatif"
"29_M_451" 57 28767.439 20316.466 65504 11888 65504 3491.202 3191.746 3491.477 3191.903 32.87 3487 3186 9 10 9.056 8.014 79.951 0.663 10.77 1639744 19184 1639744 3490 3186 111.801 8.497 1.13 0.885 0.82 "Négatif"
"29_M_452" 9 13100.444 1282.392 11888 11888 16288 3138.5 3197.167 3138.484 3197.195 12.728 3136 3195 5 4 4.744 2.415 35.783 0.698 5.385 117904 12912 117904 3136 3198 21.801 3.328 1.964 0.509 0.643 "Négatif"
"29_M_453" 8 12950 1063.383 12176 12176 15296 2702.5 3205.5 2702.476 3205.491 10.485 2701 3204 4 3 3.726 2.734 0 0.914 4.472 103600 12544 103600 2701 3204 153.435 3 1.363 0.734 0.8 "Négatif"
"29_V_1" 13 19308.308 6177.624 12512 12512 32688 2702.038 1315.654 2702.034 1315.634 12.485 2700 1314 4 4 4.359 3.797 166.224 1 5 251008 16256 251008 2700 1314 126.87 4 1.148 0.871 0.897 "Positif"
"29_V_2" 17 20603.294 9455.242 12432 12432 39104 2776.618 1319.382 2776.761 1319.233 17.556 2773 1317 6 5 5.359 4.039 2.73 0.693 6.325 350256 16720 350256 2773 1319 161.565 5 1.327 0.754 0.739 "Positif"
"29_V_3" 8 23920 11923.796 12528 12528 48400 2837.5 1338.375 2837.592 1338.206 11.899 2835 1337 5 3 4.566 2.231 168.165 0.71 5.099 191360 22240 191360 2835 1338 168.69 2.846 2.047 0.488 0.696 "Positif"
"29_V_4" 21 21669.333 11085.221 12960 12800 52672 2615.643 1354.976 2615.587 1355.033 20.142 2612 1352 6 6 5.544 4.823 56.63 0.65 7.211 455056 16464 455056 2612 1356 33.69 5.814 1.15 0.87 0.724 "Positif"
"29_V_5" 15 20802.133 8391.079 12320 12320 38896 2589.233 1355.833 2589.254 1355.773 15.314 2586 1354 6 4 5.17 3.694 174.453 0.804 6.083 312032 20464 312032 2586 1355 170.538 4 1.4 0.714 0.789 "Positif"
"29_V_6" 7 14845.714 1669.131 12384 12384 17008 2732.643 1364.929 2732.645 1364.949 10.485 2731 1363 3 4 3.516 2.535 100.901 0.8 4.123 103920 14608 103920 2732 1363 104.036 3 1.387 0.721 0.737 "Positif"
"29_V_7" 8 18064 3774.305 13328 13328 24080 2691.375 1371.625 2691.378 1371.701 9.071 2690 1370 3 3 3.538 2.879 135 1 4.243 144512 17296 144512 2690 1370 135 3 1.229 0.814 0.941 "Positif"
"29_V_8" 11 18045.091 4158.885 13056 13056 26160 2759.682 1374.045 2759.668 1373.974 11.314 2758 1372 4 4 4.507 3.107 131.028 1 5 198496 17488 198496 2758 1372 126.87 3.536 1.45 0.689 0.846 "Positif"
"29_V_9" 22 21730.909 11331.348 12560 12560 53920 2882.045 1378.545 2882.174 1378.597 18.142 2879 1375 6 6 5.61 4.993 148.399 0.84 6.708 478080 16272 478080 2881 1375 116.565 5.657 1.124 0.89 0.815 "Positif"
"29_V_10" 10 17846.4 4288.147 12464 12464 25840 2703.3 1383 2703.304 1382.991 10.485 2702 1381 3 4 4.111 3.097 90 1 4.472 178464 17536 178464 2702 1381 116.565 3 1.327 0.753 0.909 "Positif"
"29_V_11" 7 15467.429 2777.828 12432 12432 20688 2781.357 1388.929 2781.339 1388.913 10.485 2780 1387 3 4 3.516 2.535 79.099 0.8 4.123 108272 15104 108272 2781 1387 104.036 3 1.387 0.721 0.737 "Positif"
"29_V_12" 19 21162.105 8737.464 12384 12384 44048 2650.184 1390.237 2650.249 1390.313 16.728 2647 1388 7 4 6.541 3.698 11.884 0.853 7.616 402080 18400 402080 2647 1392 23.199 4 1.769 0.565 0.844 "Positif"
"29_V_13" 9 14864 2030.582 12896 12896 18688 2912.5 1398.167 2912.471 1398.191 10.485 2911 1396 3 4 4.204 2.726 54.217 1 5 133776 14256 133776 2911 1400 53.13 3 1.542 0.648 0.857 "Positif"
"29_V_14" 8 17784 3309.984 13904 13904 23424 2545.625 1406.375 2545.669 1406.37 9.071 2544 1405 3 3 3.538 2.879 135 1 4.243 142272 17712 142272 2544 1405 135 3 1.229 0.814 0.941 "Positif"
"29_V_15" 7 15401.143 2514.34 12896 12896 19728 2731.214 1407.5 2731.197 1407.495 8.485 2730 1406 3 3 3.086 2.888 90 1 3.606 107808 14896 107808 2730 1406 123.69 3 1.069 0.936 0.875 "Positif"
"29_V_16" 5 13577.6 354.284 13056 13056 13840 2830.1 1412.1 2830.086 1412.111 9.071 2829 1411 3 3 3.316 1.92 45 0.764 4.243 67888 13808 67888 2829 1414 45 2.828 1.727 0.579 0.714 "Positif"
"29_V_17" 9 14928 2422.746 13328 12448 18304 2743.944 1414.278 2743.938 1414.244 11.314 2742 1412 4 4 3.642 3.146 116.565 0.884 4.472 134352 13328 134352 2743 1412 116.565 3.536 1.158 0.864 0.75 "Positif"
"29_V_18" 20 19284 7480.015 12560 12560 36752 2910.5 1414.95 2910.467 1414.936 17.899 2908 1412 5 5 5.478 4.649 170.05 0.784 7.071 385680 16576 385680 2908 1412 135 5 1.178 0.849 0.87 "Positif"
"29_V_19" 7 14768 2013.332 12544 12544 17488 2729.5 1415.929 2729.456 1415.934 10.485 2728 1414 3 4 3.69 2.416 56.599 0.8 4.472 103376 13936 103376 2729 1418 63.435 3 1.527 0.655 0.737 "Positif"
"29_V_20" 7 14281.143 1621.373 15408 12640 16880 2579.5 1416.214 2579.512 1416.212 9.071 2578 1415 3 3 3.086 2.888 0 1 3.606 99968 13520 99968 2578 1415 123.69 3 1.069 0.936 0.875 "Positif"
"29_V_21" 18 18510.222 7220.951 12368 12368 35648 2557.889 1418.667 2557.935 1418.726 18.971 2554 1416 7 5 5.849 3.918 14.762 0.629 7.28 333184 15712 333184 2554 1420 15.945 4.743 1.493 0.67 0.72 "Positif"
"29_V_22" 11 13556.364 1273.465 12320 12320 15664 2896.318 1425.318 2896.352 1425.296 15.899 2894 1423 5 4 4.119 3.4 33.534 0.547 5.831 149120 12992 149120 2894 1427 30.964 4 1.211 0.826 0.688 "Positif"
"29_V_23" 12 16058.667 3614.238 12368 12368 23648 2613.583 1425.917 2613.643 1425.864 12.485 2612 1424 4 4 4.077 3.748 78.69 0.967 5 192704 15872 192704 2612 1424 143.13 4 1.088 0.919 0.857 "Positif"
"29_V_24" 23 17987.478 7054.596 12560 12512 35168 2672.065 1430.196 2672.165 1430.171 19.556 2669 1427 6 6 6.22 4.708 169.099 0.756 7.211 413712 15136 413712 2670 1427 123.69 5.336 1.321 0.757 0.78 "Positif"
"29_V_25" 19 21191.579 9350.602 12592 12592 42704 2953.553 1438.553 2953.667 1438.583 18.971 2950 1435 6 6 5.415 4.467 31.817 0.663 7.071 402640 17616 402640 2950 1440 45 4.95 1.212 0.825 0.76 "Positif"
"29_V_26" 9 15953.778 3019.218 12480 12480 20176 2562.944 1437.167 2562.905 1437.139 10.485 2561 1436 4 3 4.196 2.731 6.047 1 4.472 143584 14784 143584 2561 1436 153.435 3 1.536 0.651 0.857 "Positif"
"29_V_27" 27 21472.593 11249.173 12560 12352 53728 2823.093 1439.537 2823.361 1439.537 19.556 2820 1436 6 7 6.072 5.661 140.004 0.887 7.616 579760 17216 579760 2822 1436 113.199 6 1.073 0.932 0.806 "Positif"
"29_V_28" 9 14190.222 1451.982 12432 12432 16912 2635.611 1440.389 2635.644 1440.399 10.485 2634 1439 4 3 3.923 2.921 11.981 1 4.472 127712 13968 127712 2634 1439 153.435 3 1.343 0.745 0.857 "Positif"
"29_V_29" 6 15757.333 1908.376 13504 13504 17968 2931.5 1442 2931.55 1442.007 7.657 2930 1441 3 2 3.385 2.257 0 1 3.606 94544 16336 94544 2930 1441 146.31 2 1.5 0.667 1 "Positif"
"29_V_30" 26 22024 12993.632 12704 12432 63104 2871.077 1450 2871.193 1450.134 22.971 2867 1447 8 5 7.317 4.525 11.336 0.619 8.944 572624 15616 572624 2867 1452 26.565 5 1.617 0.618 0.765 "Positif"
"29_V_31" 16 18579 6314.007 12368 12368 31376 2475.625 1454.25 2475.768 1454.228 15.899 2472 1452 6 4 5.401 3.772 5.077 0.795 6.325 297264 16160 297264 2472 1454 161.565 4 1.432 0.698 0.821 "Positif"
"29_V_32" 7 13664 822.977 12352 12352 14736 2703.071 1464.214 2703.056 1464.196 10.485 2701 1463 4 3 3.442 2.589 18.435 0.8 4.472 95648 13520 95648 2701 1465 26.565 3 1.329 0.752 0.737 "Positif"
"29_V_33" 27 17064.889 4958.43 12464 12464 29792 2926.611 1467.537 2926.664 1467.572 22.385 2923 1464 8 6 6.877 4.999 148.773 0.677 8.602 460752 15584 460752 2924 1465 144.462 5.814 1.376 0.727 0.783 "Positif"
"29_V_34" 9 17953.778 3746.089 13472 13472 24560 2706.389 1473.167 2706.36 1473.171 10.485 2705 1471 3 4 3.919 2.924 69.699 1 4.472 161584 16896 161584 2705 1475 63.435 3 1.34 0.746 0.857 "Positif"
"29_V_35" 12 15912 3520.975 13568 12352 21488 2465.917 1474.167 2465.948 1474.143 14.142 2463 1472 5 4 4.57 3.343 37.723 0.754 5.831 190944 14416 190944 2463 1476 30.964 4 1.367 0.732 0.75 "Positif"
"29_V_36" 15 18585.6 5812.125 12512 12512 28784 2481.7 1474.7 2481.617 1474.752 16.142 2479 1473 6 4 5.413 3.528 5.04 0.723 6.325 278784 15696 278784 2479 1474 161.565 4 1.534 0.652 0.75 "Positif"
"29_V_37" 9 14536.889 2024.35 12432 12432 18064 2679.389 1476.5 2679.357 1476.487 11.899 2677 1475 4 3 3.775 3.036 17.348 0.799 5 130832 14160 130832 2677 1478 36.87 3 1.243 0.804 0.818 "Positif"
"29_V_38" 19 20652.632 8565.311 12464 12464 38976 2482.763 1482.868 2482.924 1482.856 19.556 2480 1480 5 6 5.638 4.291 124.903 0.624 7.211 392400 16912 392400 2480 1480 123.69 5 1.314 0.761 0.717 "Positif"
"29_V_39" 5 13564.8 410.019 12976 12976 13920 2603.9 1484.7 2603.895 1484.699 7.657 2603 1483 2 3 3.144 2.025 108.435 1 3.606 67824 13792 67824 2603 1483 123.69 2 1.553 0.644 0.909 "Positif"
"29_V_40" 25 23852.8 14264.083 12608 12608 61360 2762.3 1494.26 2762.581 1494.337 19.799 2759 1491 7 6 6.035 5.274 11.257 0.801 7.616 596320 18352 596320 2759 1496 23.199 6 1.144 0.874 0.735 "Positif"
"29_V_41" 18 17335.111 5319.879 12304 12304 29168 2896 1493.222 2896.044 1493.245 23.799 2892 1491 7 5 5.738 3.994 12.834 0.399 7.616 312032 15344 312032 2892 1494 23.199 5 1.437 0.696 0.655 "Positif"
"29_V_42" 12 16896 4369.697 12352 12352 24560 2687 1494 2686.993 1494.089 11.314 2685 1492 4 4 3.909 3.909 0 1 4.472 202752 16352 202752 2686 1492 116.565 4 1 1 0.857 "Positif"
"29_V_43" 10 14977.6 2421.057 12480 12480 19888 2869.5 1493.7 2869.51 1493.708 11.071 2868 1492 3 4 3.966 3.21 90 1 4.472 149776 14640 149776 2868 1492 116.565 3 1.236 0.809 0.909 "Positif"
"29_V_44" 20 20188 8399.641 12304 12304 41888 2931.3 1497.3 2931.4 1497.17 19.556 2928 1495 6 6 5.46 4.664 169.932 0.657 6.708 403760 18688 403760 2928 1496 153.435 5.814 1.171 0.854 0.702 "Positif"
"29_V_45" 24 21814 10685.94 12432 12432 47760 2573.042 1501.958 2573.229 1501.961 20.385 2570 1499 6 6 6.092 5.016 18.339 0.726 7.211 523536 19568 523536 2570 1504 33.69 6 1.215 0.823 0.787 "Positif"
"29_V_46" 6 14565.333 1615.213 12800 12800 17408 2837 1503.5 2837.026 1503.503 7.657 2836 1502 2 3 3.385 2.257 90 1 3.606 87392 14448 87392 2836 1502 123.69 2 1.5 0.667 1 "Positif"
"29_V_47" 32 23825 15463.179 15600 12400 65504 2925.25 1507.281 2925.588 1507.281 20.971 2922 1504 7 7 6.762 6.025 157.531 0.914 7.81 762400 16464 762400 2923 1504 129.806 6.934 1.122 0.891 0.81 "Positif"
"29_V_48" 7 14736 1943.94 12384 12384 18032 2664.5 1506.786 2664.48 1506.757 9.071 2663 1505 3 3 3.086 2.888 0 1 3.606 103152 14320 103152 2664 1505 123.69 3 1.069 0.936 0.875 "Positif"
"29_V_49" 9 14490.667 1647.689 12576 12576 16960 2905.833 1510.611 2905.784 1510.641 9.899 2904 1509 4 3 3.919 2.924 20.301 1 4.472 130416 13952 130416 2904 1512 26.565 3 1.34 0.746 0.857 "Positif"
"29_V_50" 11 16930.909 4222.35 12416 12416 25520 2668.136 1512.591 2668.075 1512.601 11.071 2666 1511 4 3 4.384 3.195 15.071 1 5 186240 16176 186240 2666 1514 36.87 3 1.372 0.729 0.957 "Positif"
"29_V_51" 13 18646.154 5598.371 12320 12320 29376 2645.808 1516.038 2645.853 1516.12 16.971 2643 1513 5 5 4.574 3.619 46.59 0.567 6.403 242400 16672 242400 2643 1518 51.34 4.243 1.264 0.791 0.703 "Positif"
"29_V_52" 8 14064 1550.196 12416 12416 16256 2636.625 1518.375 2636.68 1518.358 9.071 2635 1517 3 3 3.538 2.879 135 1 4.243 112512 13824 112512 2635 1517 135 3 1.229 0.814 0.941 "Positif"
"29_V_53" 20 20625.6 8608.657 12336 12336 42576 2982.35 1526.95 2982.373 1527.061 20.385 2979 1524 7 5 5.812 4.381 9.337 0.605 7.28 412512 17648 412512 2979 1529 15.945 5 1.326 0.754 0.755 "Positif"
"29_V_54" 10 16548.8 3703.001 12336 12336 23664 2543.9 1527.7 2543.874 1527.653 13.314 2541 1526 5 3 4.444 2.865 5.152 0.709 5.385 165488 16416 165488 2541 1529 21.801 3 1.551 0.645 0.8 "Positif"
"29_V_55" 30 20614.933 11755.947 12656 12464 51680 2546.3 1535.767 2546.594 1535.855 20.971 2543 1532 7 7 6.658 5.737 12.609 0.857 7.616 618448 14768 618448 2543 1534 156.801 6.641 1.16 0.862 0.779 "Positif"
"29_V_56" 11 17410.909 3523.132 12512 12512 22656 2984.136 1549.409 2984.172 1549.39 11.071 2982 1548 4 3 4.384 3.195 164.929 1 5 191520 17024 191520 2982 1548 143.13 3 1.372 0.729 0.957 "Positif"
"29_V_57" 16 19724 6285.617 12704 12704 33952 2496.5 1551.625 2496.487 1551.569 16.142 2494 1549 5 5 4.982 4.089 31.01 0.772 5.831 315584 19216 315584 2494 1553 30.964 4.919 1.219 0.821 0.78 "Positif"
"29_V_58" 7 13275.429 1064.8 12448 12448 15424 2733.071 1553.071 2733.061 1553.066 10.485 2731 1552 4 3 3.36 2.653 162.231 0.8 4.243 92928 12800 92928 2731 1552 135 3 1.267 0.79 0.778 "Positif"
"29_V_59" 33 24992 16275.882 65504 12624 65504 2791.682 1555.348 2791.952 1555.453 27.556 2788 1552 7 6 7.025 5.981 3.648 0.546 8.602 824736 16288 824736 2788 1558 35.538 6 1.174 0.852 0.835 "Positif"
"29_V_60" 27 24418.37 16283.647 12400 12400 62368 2434.204 1559.796 2434.529 1559.874 22.142 2431 1556 7 6 6.716 5.119 173.176 0.692 7.616 659296 15632 659296 2431 1558 156.801 6 1.312 0.762 0.806 "Positif"
"29_V_61" 27 22299.259 13366.754 12656 12352 56480 2713.537 1561.019 2713.733 1561.106 25.213 2710 1558 7 6 6.079 5.655 32.479 0.534 7.28 602080 15712 602080 2710 1562 15.945 6 1.075 0.93 0.761 "Positif"
"29_V_62" 10 20992 5852.225 12544 12544 31728 2862.8 1559.8 2862.779 1559.77 11.314 2861 1558 4 4 3.975 3.203 45 0.982 4.472 209920 20944 209920 2861 1561 26.565 3.536 1.241 0.806 0.8 "Positif"
"29_V_63" 9 18243.556 4162.997 12928 12928 25232 2900.167 1559.389 2900.155 1559.392 10.485 2898 1558 4 3 3.919 2.924 20.301 1 4.472 164192 17328 164192 2898 1560 26.565 3 1.34 0.746 0.857 "Positif"
"29_V_64" 14 20074.286 7095.24 13328 13328 33680 2458.286 1563.143 2458.293 1563.123 12.728 2456 1561 5 4 4.746 3.756 155.642 1 5.385 281040 17552 281040 2456 1562 158.199 4 1.264 0.791 0.848 "Positif"
"29_V_65" 14 19696 7589.435 12528 12528 35392 2531.071 1565.143 2531.135 1565.337 16.728 2529 1562 5 5 4.634 3.846 128.483 0.629 5.831 275744 17232 275744 2530 1562 120.964 4.95 1.205 0.83 0.718 "Positif"
"29_V_66" 7 14057.143 1433.73 12624 12624 15728 2871.357 1567.786 2871.32 1567.782 9.071 2870 1566 3 3 3.507 2.542 149.527 1 4.243 98400 13536 98400 2870 1566 135 3 1.38 0.725 0.875 "Positif"
"29_V_67" 8 17080 3578.639 13248 13248 22560 2833.5 1569.375 2833.422 1569.376 11.314 2831 1568 4 3 3.847 2.648 153.999 0.785 5 136640 17888 136640 2831 1568 143.13 3 1.453 0.688 0.8 "Positif"
"29_V_68" 13 17312 4709.226 12464 12464 26528 2811.038 1575.346 2811.041 1575.318 12.485 2809 1573 4 4 4.359 3.797 13.776 1 5 225056 15328 225056 2809 1574 143.13 4 1.148 0.871 0.897 "Positif"
"29_V_69" 14 19934.857 7222.5 13072 12464 34560 2657 1576.786 2656.891 1576.702 12.485 2655 1575 4 4 4.264 4.181 2.77e-13 1 5 279088 18704 279088 2655 1575 126.87 4 1.02 0.981 0.933 "Positif"
"29_V_70" 27 22190.815 13792.582 12464 12336 64800 2437.537 1579.241 2437.872 1579.317 22.385 2434 1576 7 6 6.805 5.052 178.275 0.677 7.616 599152 15248 599152 2434 1578 156.801 6 1.347 0.742 0.75 "Positif"
"29_V_71" 19 20857.263 9892.404 12304 12304 42400 2674.184 1578.342 2674.526 1578.314 17.314 2671 1576 6 4 6.365 3.801 8.209 0.796 6.708 396288 16288 396288 2671 1577 153.435 4 1.675 0.597 0.864 "Positif"
